cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,definition_source,sample_or_record_type_s,units,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1314,siteinfo_EVALSTAT,EVALSTAT,Site Information,NRSA 1314 Site Information,"Status assigned based on site evaluation guidelines and responses to verification form, if sampled.",2013–2014 EPA metadata,EVAL,,TargetSampleable|TargetNotSampled|TargetOther|AccessDenied|Inaccessible-Barrier/Safety|Inaccessible-Effort|Nontarget-CoastalSaline|Nontarget-Ephemeral|Nontarget-MapError|Nontarget-NoRecAquatUse|Nontarget-NotLake|Nontarget-Other|Nontarget-TooSmall|Nontarget-TooShallow|NonTarget-Vegetated|NotNeeded,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_EVALUATED,EVALUATED,Site Information,NRSA 1314 Site Information,Was site evaluated for sampling?,2013–2014 EPA metadata,EVAL,,YES|NO,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_FEOW_ID,FEOW_ID,Site Information,NRSA 1314 Site Information,Freshwater Ecoregions of the World (2015) code,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_FRAME14,FRAME14,Site Information,NRSA 1314 Site Information,"Identifies whether site is part of NRSA_ST, NRSA_only, or state only",2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_FRAME18_ID,FRAME18_ID,Site Information,NRSA 1314 Site Information,2018-19 Sampling Frame ID code,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_FS_EW,FS_EW,Site Information,NRSA 1314 Site Information,Eastern or western US Forest Service land,2013–2014 EPA metadata,DESIGN,,East | West | blank if not US Forest Service land,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_GNIS_ID,GNIS_ID,Site Information,NRSA 1314 Site Information,Goegraphic Names Information System ID (from NHD),2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_GNIS_NAME,GNIS_NAME,Site Information,NRSA 1314 Site Information,USGS Geographic Names Information System name,2013–2014 EPA metadata,DESIGN,,Text name,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_HUC2,HUC2,Site Information,NRSA 1314 Site Information,USGS Level 2 Hydrologic Unit Code where stream reach is located (based on NHDPlusV2 use of HUCs),2013–2014 EPA metadata,DESIGN,,Alphanumeric: H01 to H20 with H03N :H 03S : H03W | H10L : H10U where region coded preceded by letter H,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_HUC2_REG,HUC2_REG,Site Information,NRSA 1314 Site Information,USGS Level 2 Hydrologic Unit Region Name where stream reach is located (based on NHDPlusV2 use of HUCs),2013–2014 EPA metadata,DESIGN,,Text name of Region,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_HUC8,HUC8,Site Information,NRSA 1314 Site Information,USGS Level 8 Hydrologic Unit Code where stream reach is located (based on NHDPlusV2 use of HUCs),2013–2014 EPA metadata,DESIGN,,Alphanumeric code; 8-digit preceded by letter H,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_HUC8_NM,HUC8_NM,Site Information,NRSA 1314 Site Information,USGS Level 8 Hydrologic Cataloging Unit Name where stream reach is located,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_LAT_DD83,LAT_DD83,Site Information,NRSA 1314 Site Information,Latitude (based on NAD83 datum) for stream site from NHD-based sample frame.,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,8,1
1314,siteinfo_LON_DD83,LON_DD83,Site Information,NRSA 1314 Site Information,Longitude (based on NAD83 datum) for stream site from NHD-based sample frame.,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,8,1
1314,siteinfo_MAJ_BAS_NM,MAJ_BAS_NM,Site Information,NRSA 1314 Site Information,Major USGS Hydrologic Basins derived from NHDPlus Names,2013–2014 EPA metadata,DESIGN,,Text of 16 basin names,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_MAJ_BASIN,MAJ_BASIN,Site Information,NRSA 1314 Site Information,Major USGS Hydrologic Basins derived from NHDPlus Codes,2013–2014 EPA metadata,DESIGN,,16 Major Basin Codes from 01 to 18 with 05_06 and 12_13 combined preceeded by letter H,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_MISS_BASIN,MISS_BASIN,Site Information,NRSA 1314 Site Information,"The hydrologic basin name for streams in the Mississippi Basin, or NA for streams not in the Mississippi Basin",2013–2014 EPA metadata,DESIGN,,Text of 7 basin names or NA,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_MISS_BASIN_NM,MISS_BASIN_NM,Site Information,NRSA 1314 Site Information,Mississippi basin name,2013–2014 EPA metadata,DESIGN,,Ohio Region|Tennessee Region|Upper Mississippi Region|Lower Mississippi Region|Lower Missouri Region|Upper Missouri Region|Arkansas-White-Red Region,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NA_L1CODE,NA_L1CODE,Site Information,NRSA 1314 Site Information,CEC North American Level I ecoregion code,2013–2014 EPA metadata,DESIGN,,Numeric 5 to 15 excluding 14 and 0 designating HI,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NA_L1NAME,NA_L1NAME,Site Information,NRSA 1314 Site Information,CEC North American Level I ecoregion name,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NA_L2CODE,NA_L2CODE,Site Information,NRSA 1314 Site Information,CEC North American Level II ecoregion code,2013–2014 EPA metadata,DESIGN,,Alphanumeric: n.n where leading position is Level I code and following position is Level 2 designation,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NA_L2NAME,NA_L2NAME,Site Information,NRSA 1314 Site Information,CEC North American Level II ecoregion name,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NA_L3CODE,NA_L3CODE,Site Information,NRSA 1314 Site Information,CEC North American Level III ecoregion code,2013–2014 EPA metadata,DESIGN,,Alphanumeric: n.n.n where leading two positons are Level II code and following position is level 3 designation,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NA_L3NAME,NA_L3NAME,Site Information,NRSA 1314 Site Information,CEC North American Level III ecoregion name,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NARS_NAME,NARS_NAME,Site Information,NRSA 1314 Site Information,Name of lake from field evaluation or GNIS NAME if the same,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NARS_OWN,NARS_OWN,Site Information,NRSA 1314 Site Information,Land ownership category used by NARS,2013–2014 EPA metadata,DESIGN,,Text of 13 land ownership category names,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NFWAWGTCAT,NFWAWGTCAT,Site Information,NRSA 1314 Site Information,Categories used to create weights for the analysis of NRSA 2008-9 survey,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NRS13_EVAL,NRS13_EVAL,Site Information,NRSA 1314 Site Information,NRSA 2013/14 site evaluation result.,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_MDC,NRS13_MDC,Site Information,NRSA 1314 Site Information,Multi-density categories used in NRSA 2013/14 survey design within a stratum,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_PNL,NRS13_PNL,Site Information,NRSA 1314 Site Information,NRSA 2013/14 Panel Assignment,2013–2014 EPA metadata,DESIGN,,"Text that has form NRSnn_mmXXXn_YYYY, where nn is current cycle year (07, 12, 17, etc), mm is cycle year stream site was first selected for sampling, XXXn denotes revisit status, and YYYY denotes base or over sample status. XXXN equals either RVT2 (if site should be visited twice in current cycle year) or RVT (if site should be visited once in current cycle and was previously visited in a prior cycle year) and is blank otherwise. YYYY is either blank (if the stream site is a base site) or equals OverSamp (if the stream site is an over sample site). Note: For state specific designs, state two letter code is added.",,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_SF,NRS13_SF,Site Information,NRSA 1314 Site Information,Lake included/excluded from NRSA 2013/14 survey design,2013–2014 EPA metadata,DESIGN,,Exclude|Include | Not Present Blank values are not allowed or NA for missing,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_STRA,NRS13_STRA,Site Information,NRSA 1314 Site Information,Strata used in NRSA 2013/14 survey design,2013–2014 EPA metadata,DESIGN,,Text,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_TNT,NRS13_TNT,Site Information,NRSA 1314 Site Information,NRS 2013/14 target status assigned based on stream site evaluation for use in national assessments.,2013–2014 EPA metadata,DESIGN,,Target | Target_Presumed |Uncertain | Non_Target | Not_Needed | blank,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_URBN,NRS13_URBN,Site Information,NRSA 1314 Site Information,Stream site identified as an urban or non-urban stream. Source: https://www.census.gov/geo/maps-data/data/cbf/cbf_ua.html. Used 2015 Urban Areas cartographic boundaries shapefile,2013–2014 EPA metadata,DESIGN,,NonUrban|Urban,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_VST,NRS13_VST,Site Information,NRSA 1314 Site Information,Number of times NRSA 2013/14 site was actually sampled in 2013/14,2013–2014 EPA metadata,DESIGN,,Zero | One | Two Blank is site not evaluated,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_NRS13_WGTD,NRS13_WGTD,Site Information,NRSA 1314 Site Information,NRSA 2013/14 Initial site weight assigned during site selection. DO NOT USE FOR POPULATION ESTIMATION!,2013–2014 EPA metadata,DESIGN,,Numeric: >0 or 0 if site is not to be used for population estimation,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_NRSA_USE,NRSA_USE,Site Information,NRSA 1314 Site Information,Include site in NRSA analyses?,2013–2014 EPA metadata,DESIGN,,YES|NO,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_OWN_CODE,OWN_CODE,Site Information,NRSA 1314 Site Information,Land ownership code derived from USGS PADUS (http://gapanalysis.usgs.gov/padus/data/) - pulled May 2016 version of database,2013–2014 EPA metadata,DESIGN,,Numeric of 45 detailed PADUS ownership codes; may legitimately by NA if not covered by PADUS owership,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_OWN_DESC,OWN_DESC,Site Information,NRSA 1314 Site Information,Land ownership protective category derived from USGS PADUS (http://gapanalysis.usgs.gov/padus/data/) - pulled May 2016 version of database,2013–2014 EPA metadata,DESIGN,,Text of 37 protective category names from PADUS; may legitimately by NA if not covered by PADUS owership,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_OWN_TYPE,OWN_TYPE,Site Information,NRSA 1314 Site Information,Basic land ownership category derived from USGS PADUS (http://gapanalysis.usgs.gov/padus/data/) - pulled May 2016 version of database,2013–2014 EPA metadata,DESIGN,,Text of 9 basic ownership category names from PADUS; may legitimately by NA if not covered by PADUS owership,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_OWNSHP,OWNSHP,Site Information,NRSA 1314 Site Information,Detailed land ownership category derived from USGS PADUS (http://gapanalysis.usgs.gov/padus/data/) - pulled May 2016 version of database,2013–2014 EPA metadata,DESIGN,,Text of 45 detailed ownership category names from PADUS; may legitimately by NA if not covered by PADUS owership,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_PSTL_CODE,PSTL_CODE,Site Information,NRSA 1314 Site Information,State two-letter postal code,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,7,1
1314,siteinfo_PUBLICATION_DATE,PUBLICATION_DATE,Site Information,NRSA 1314 Site Information,Date of data file publication,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,9,1
1314,siteinfo_REACHCODE,REACHCODE,Site Information,NRSA 1314 Site Information,NHD Reach code assigned,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_RT_NRSA,RT_NRSA,Site Information,NRSA 1314 Site Information,"NRSA Reference Class Assignment: R=reference, In=intermediate, Im=impacted, ?=Cannot be evaluated due to missing info",2013–2014 EPA metadata,EVAL,,R|S|T|?,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_SITE_ID,SITE_ID,Site Information,NRSA 1314 Site Information,Site ID,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,14,1
1314,siteinfo_SITESAMP,SITESAMP,Site Information,NRSA 1314 Site Information,Site sampled (Y/N),2013–2014 EPA metadata,VERIF,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_SITETYPE,SITETYPE,Site Information,NRSA 1314 Site Information,Site type (Probability-based or hand-picked),2013–2014 EPA metadata,DESIGN,,PROB | HAND,,,Single metadata definition,siteinfo,10,1
1314,siteinfo_SO,SO,Site Information,NRSA 1314 Site Information,NHD-Plus new Strahler order,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_SORT13_ID,SORT13_ID,Site Information,NRSA 1314 Site Information,Design sort ID of site for NRSA 2013-14 survey,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_SORT18_ID,SORT18_ID,Site Information,NRSA 1314 Site Information,Design sort ID of site for NRSA 2018-19 survey,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_SOURCE,SOURCE,Site Information,NRSA 1314 Site Information,Sample frame source,2013–2014 EPA metadata,DESIGN,,NHDPlusv2| State frame names,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STATE,STATE,Site Information,NRSA 1314 Site Information,State of site,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STATECTY,STATECTY,Site Information,NRSA 1314 Site Information,FIPS state and county code,2013–2014 EPA metadata,DESIGN,,Text - numeric with leading zero,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STATEID,STATEID,Site Information,NRSA 1314 Site Information,State Site ID,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STRAH_CAL,STRAH_CAL,Site Information,NRSA 1314 Site Information,Strahler calculator from NHDPlusv2. Used to identify braided reaches.,2013–2014 EPA metadata,DESIGN,,Numeric: 0 to 10.,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STRAH_CAT,STRAH_CAT,Site Information,NRSA 1314 Site Information,Strahler category used to classify reaches. RiversMajor (5th and higher) RiversOther (5th and higher) LargeStreams (3rd and 4th) SmallStreams (1st and 2nd),2013–2014 EPA metadata,DESIGN,,RiversMajor | RiversOther | LargeStreams | SmallStreams,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_STRAH_ORD,STRAH_ORD,Site Information,NRSA 1314 Site Information,Strahler order from NHDPlusv2,2013–2014 EPA metadata,DESIGN,,Numeric: 0 to 10.,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_STUDY,STUDY,Site Information,NRSA 1314 Site Information,Study to which site belongs,2013–2014 EPA metadata,DESIGN,,ALASKA|HAWAII|MSQA|BLM|CALAPOOIA|NRSA|WISCONSIN,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_UID,UID,Site Information,NRSA 1314 Site Information,Unique site visit ID,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,15,1
1314,siteinfo_US_L3CODE,US_L3CODE,Site Information,NRSA 1314 Site Information,Omernik Level III ecoregion code,2013–2014 EPA metadata,DESIGN,,Numeric 1 to 85,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_US_L3NAME,US_L3NAME,Site Information,NRSA 1314 Site Information,Omernik Level III ecoregion name,2013–2014 EPA metadata,DESIGN,,Text name,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_US_L4CODE,US_L4CODE,Site Information,NRSA 1314 Site Information,Omernik Level IV ecoregion code,2013–2014 EPA metadata,DESIGN,,Level three codes plus aphabetic ending identifying level 4 subregion,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_US_L4NAME,US_L4NAME,Site Information,NRSA 1314 Site Information,Omernik Level IV ecoregion name,2013–2014 EPA metadata,DESIGN,,Text name,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_VISIT_NO,VISIT_NO,Site Information,NRSA 1314 Site Information,Number identifying which visit this is,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,14,1
1314,siteinfo_WGT_EXT_SP,WGT_EXT_SP,Site Information,NRSA 1314 Site Information,Length of sampled streams represented by site in km,2013–2014 EPA metadata,DESIGN,,,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_XCOORD,XCOORD,Site Information,NRSA 1314 Site Information,x-coordinate from US Contiguous Albers Equal Area Conic projection EXCEPT Hawaii sites which are calculated from Hawaii Albers Equal Area Conic projection,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_YCOORD,YCOORD,Site Information,NRSA 1314 Site Information,y-coordinate from US Contiguous Albers Equal Area Conic projection EXCEPT Hawaii sites which are calculated from Hawaii Albers Equal Area Conic projection,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,2,1
1314,waterchem_AMMONIA_N_DATE_ANALYZED,AMMONIA_N_DATE_ANALYZED,Water Chemistry,NRSA 1314 Water Chemistry,Ammonia as N for NA,2013–2014 EPA metadata,CHEM,,,,,Single metadata definition,waterchem,1,1
1314,waterchem_AMMONIA_N_DATE_FILTERED,AMMONIA_N_DATE_FILTERED,Water Chemistry,NRSA 1314 Water Chemistry,Ammonia as N for NA,2013–2014 EPA metadata,CHEM,,,,,Single metadata definition,waterchem,1,1
1314,waterchem_AMMONIA_N_DATE_PROCESSED,AMMONIA_N_DATE_PROCESSED,Water Chemistry,NRSA 1314 Water Chemistry,Ammonia as N for NA,2013–2014 EPA metadata,CHEM,,,,,Single metadata definition,waterchem,1,1
1314,waterchem_AMMONIA_N_DATE_RECEIVED,AMMONIA_N_DATE_RECEIVED,Water Chemistry,NRSA 1314 Water Chemistry,Ammonia as N for NA,2013–2014 EPA metadata,CHEM,,,,,Single metadata definition,waterchem,1,1
1314,waterchem_AMMONIA_N_HOLDING_TIME,AMMONIA_N_HOLDING_TIME,Water Chemistry,NRSA 1314 Water Chemistry,Ammonia as N for NA,2013–2014 EPA metadata,CHEM,,,,,Single metadata definition,waterchem,1,1
